Havaintopaikka;Koordinaatit;ELY-keskus;Päivämäärä;LevätilanneNum;LevätilanneTxt;Seuranta;Ylläpito;Lisätiedot
"Pyhäjärvi (35.211.1.001)/Valtakunnallinen sinileväseuranta (Maatialanlahti)";"61° 28' 44.17"" N, 23° 32' 54.63"" E";"Pirkanmaan elinkeino-, liikenne- ja ympäristökeskus";2025-06-17T13:13:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Puula (14.923.1.001)/Valtakunnallinen sinileväseuranta (Kangasniemen kirkonkylän uimala)";"61° 59' 5.59"" N, 26° 38' 43.18"" E";"Etelä-Savon elinkeino-, liikenne- ja ympäristökeskus";2025-06-17T14:51:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Sotkamojärvi (59.821.1.006)/Valtakunnallinen sinileväseuranta";"64° 8' 18.24"" N, 28° 25' 55.56"" E";"Kainuun elinkeino-, liikenne- ja ympäristökeskus";2025-06-17T16:34:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Houhajärvi (35.184.1.002)/Valtakunnallinen sinileväseuranta";"61° 17' 54.38"" N, 22° 58' 47.87"" E";"Pirkanmaan elinkeino-, liikenne- ja ympäristökeskus";2025-06-18T09:42:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Haapajärvi (06.022.1.001)/Valtakunnallinen sinileväseuranta";"60° 55' 25.14"" N, 28° 18' 9.76"" E";"Kaakkois-Suomen elinkeino-, liikenne- ja ympäristökeskus";2025-06-18T10:40:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Öjanjärvi (99.210.1.002)/Laajalahden uimaranta";"63° 47' 58.28"" N, 23° 0' 37.04"" E";"Etelä-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2025-06-18T11:00:00;1;;-;"Asiantuntijan ylläpitämä";
"Herajärvi (04.412.1.003)/Valtakunnallinen sinileväseuranta (Alaselkä)";"62° 59' 50.64"" N, 29° 57' 12.96"" E";"Pohjois-Karjalan elinkeino-, liikenne- ja ympäristökeskus";2025-06-18T12:24:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Tuomiojärvi (14.291.1.002)/Valtakunnallinen sinileväseuranta";"62° 15' 17.28"" N, 25° 44' 30.48"" E";"Keski-Suomen elinkeino-, liikenne- ja ympäristökeskus";2025-06-18T12:51:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Siilinjärvi (04.611.1.010)/Valtakunnallinen sinileväseuranta (Siilinlahti)";"63° 4' 22.80"" N, 27° 40' 16.68"" E";"Pohjois-Savon elinkeino-, liikenne- ja ympäristökeskus";2025-06-18T13:59:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";"Tiedote jätetty, sinilevää havaittu lasten uintipaikallaSiitepölyä"
"Sulkuejärvi (35.538.1.005)/Valtakunnallinen sinileväseuranta (OP-Perhepuisto)";"62° 12' 24.27"" N, 23° 10' 33.46"" E";"Pirkanmaan elinkeino-, liikenne- ja ympäristökeskus";2025-06-18T14:58:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Alasenjärvi (14.164.1.002)/Saunaranta";"61° 0' 57.82"" N, 25° 44' 20.77"" E";"Hämeen elinkeino-, liikenne- ja ympäristökeskus";2025-06-18T15:15:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Mannervesi/Valtakunnallinen sinileväseuranta (Iso Marjakari)";"61° 0' 19.67"" N, 21° 18' 46.82"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2025-06-18T16:31:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";"Jonkin verran hiutaleita lasipurkkiin otetussa näytteessä on. Vielä kuitenkin vähäistä."
"Kivenpuulammi (35.823.1.002)/Kaakkoisranta";"60° 49' 29.89"" N, 25° 0' 24.11"" E";"Hämeen elinkeino-, liikenne- ja ympäristökeskus";2025-06-20T18:00:00;1;;-;"Tavallisen käyttäjän ylläpitämä";"Hitusia vedessä."
"Kirkkojärvi (35.729.1.004)/Havaintopaikka 2";"61° 27' 15.35"" N, 24° 20' 54.02"" E";"Pirkanmaan elinkeino-, liikenne- ja ympäristökeskus";2025-06-20T20:35:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Simpelejärvi (yhd.)/Haapalahti";"61° 35' 4.43"" N, 29° 35' 29.02"" E";"Kaakkois-Suomen elinkeino-, liikenne- ja ympäristökeskus";2025-06-21T10:02:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Narvijärvi (33.009.1.001)/Rotarien sinileväseuranta (Kuminanranta)";"61° 4' 0.77"" N, 21° 51' 44.97"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2025-06-21T15:20:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Narvijärvi (33.009.1.001)/Havaintopaikka 2";"61° 3' 46.67"" N, 21° 49' 56.90"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2025-06-22T12:00:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Jääsjärvi (14.821.1.001)/Oravakivensalmi";"61° 42' 49.22"" N, 26° 4' 10.27"" E";"Keski-Suomen elinkeino-, liikenne- ja ympäristökeskus";2025-06-22T14:28:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Ilomantsinjärvi (04.926.1.001)/Valtakunnallinen sinileväseuranta (uimaranta)";"62° 40' 44.76"" N, 30° 54' 44.28"" E";"Pohjois-Karjalan elinkeino-, liikenne- ja ympäristökeskus";2025-06-23T07:51:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Kukkia (35.781.1.002)/Virranniemi RK";"61° 16' 54.78"" N, 24° 42' 58.77"" E";"Pirkanmaan elinkeino-, liikenne- ja ympäristökeskus";2025-06-23T08:30:00;1;;-;"Tavallisen käyttäjän ylläpitämä";"Yön tyyneys oli tuonut rantaviivalle ohuen sinilevävanan, jonka tuuli myöhemmin hävitti."
"Räyringinjärvi (48.005.1.003)/Räyringinjärven uimaranta";"63° 23' 19.37"" N, 23° 48' 41.73"" E";"Etelä-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2025-06-23T12:17:00;1;;-;"Asiantuntijan ylläpitämä";"Säännöllisen valvonnan uimarantavesinäytteenoton yhteydessä havaittiin uimavedessä hieman sinilevää. Uimarannalla on uintikieltosuositus."
"Murtonen (04.177.1.004)/Valtakunnallinen sinileväseuranta";"61° 52' 10.97"" N, 27° 46' 38.70"" E";"Etelä-Savon elinkeino-, liikenne- ja ympäristökeskus";2025-06-23T14:45:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Vangasjärvi (14.795.1.004)/Valtakunnallinen sinileväseuranta (Seunala)";"62° 17' 59.25"" N, 27° 4' 43.31"" E";"Etelä-Savon elinkeino-, liikenne- ja ympäristökeskus";2025-06-24T07:15:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Heiniö (14.937.1.014)/Valtakunnallinen sinileväseuranta";"62° 14' 32.64"" N, 27° 12' 2.16"" E";"Etelä-Savon elinkeino-, liikenne- ja ympäristökeskus";2025-06-24T07:30:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Ähtärinjärvi (35.433.1.001)/Valtakunnallinen sinileväseuranta (Ähtärinsalmi)";"62° 35' 31.30"" N, 24° 8' 6.38"" E";"Etelä-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2025-06-24T09:23:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Tottijärvi (35.211.1.009)/Valtakunnallinen sinileväseuranta";"61° 24' 21.60"" N, 23° 19' 26.76"" E";"Pirkanmaan elinkeino-, liikenne- ja ympäristökeskus";2025-06-24T09:24:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Kymijärvi (14.164.1.001)/Kariston uimaranta";"60° 58' 43.77"" N, 25° 45' 4.37"" E";"Hämeen elinkeino-, liikenne- ja ympäristökeskus";2025-06-24T10:49:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Houhajärvi (35.184.1.002)/Valtakunnallinen sinileväseuranta";"61° 17' 54.38"" N, 22° 58' 47.87"" E";"Pirkanmaan elinkeino-, liikenne- ja ympäristökeskus";2025-06-24T11:10:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Haapajärvi (06.022.1.001)/Valtakunnallinen sinileväseuranta";"60° 55' 25.14"" N, 28° 18' 9.76"" E";"Kaakkois-Suomen elinkeino-, liikenne- ja ympäristökeskus";2025-06-24T17:49:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Viinijärvi (04.352.1.001)/Valtakunnallinen sinileväseuranta (Rukkolahti)";"62° 44' 41.64"" N, 29° 21' 4.68"" E";"Pohjois-Karjalan elinkeino-, liikenne- ja ympäristökeskus";2025-06-25T06:52:45;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Mannervesi/Valtakunnallinen sinileväseuranta (Iso Marjakari)";"61° 0' 19.67"" N, 21° 18' 46.82"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2025-06-25T08:59:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";"Edelleen vähän levää, lähinnä hiutaleita veteen sekoittuneena. Juhannuksena tyynellä säällä oli havaittavissa pientä kukintaa."
"Kymijärvi (14.164.1.001)/Valtakunnallinen sinileväseuranta (Kariston uimaranta)";"60° 58' 43.95"" N, 25° 45' 4.93"" E";"Hämeen elinkeino-, liikenne- ja ympäristökeskus";2025-06-25T09:58:16;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Pitkäjärvi (04.152.1.002)/Valtakunnallinen sinileväseuranta (Pitkäjärven uimaranta)";"61° 40' 26.91"" N, 27° 14' 50.94"" E";"Etelä-Savon elinkeino-, liikenne- ja ympäristökeskus";2025-06-25T10:15:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";"Tosi vähäistä sinilevää, läpinäkyvään pulloon otetussa vesinäytteessä näkyy muutamia vihertäviä hiutaleita"
"Siilinjärvi (04.611.1.010)/Valtakunnallinen sinileväseuranta (Siilinlahti)";"63° 4' 22.80"" N, 27° 40' 16.68"" E";"Pohjois-Savon elinkeino-, liikenne- ja ympäristökeskus";2025-06-25T11:58:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";"Tiedote jätetty. Yksittäisiä hippuja vesipatsaassa, paikoin runsaasti. Sinilevää havaittu myös lasten uintipaikalla."
"Sulkuejärvi (35.538.1.005)/Valtakunnallinen sinileväseuranta (OP-Perhepuisto)";"62° 12' 24.27"" N, 23° 10' 33.46"" E";"Pirkanmaan elinkeino-, liikenne- ja ympäristökeskus";2025-06-25T12:00:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Iso-Jälä (04.611.1.007)/Valtakunnallinen sinileväseuranta (Toivalan uimaranta)";"63° 0' 26.13"" N, 27° 43' 50.73"" E";"Pohjois-Savon elinkeino-, liikenne- ja ympäristökeskus";2025-06-25T12:07:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";"Tiedote jätetty. Vesipatsaassa keijui useampia yksittäisiä sinilevähippuja."
"Kirkkojärvi (35.713.1.022)/Valtakunnallinen sinileväseuranta";"61° 27' 16.56"" N, 24° 2' 33.00"" E";"Pirkanmaan elinkeino-, liikenne- ja ympäristökeskus";2025-06-25T12:27:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Puula (14.923.1.001)/Valtakunnallinen sinileväseuranta (Kangasniemen kirkonkylän uimala)";"61° 59' 5.59"" N, 26° 38' 43.18"" E";"Etelä-Savon elinkeino-, liikenne- ja ympäristökeskus";2025-06-25T12:51:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Luodonjärvi (99.110.1.001)/Hästöskatan";"63° 44' 29.02"" N, 22° 51' 31.41"" E";"Etelä-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2025-06-25T12:53:23;1;;-;"Asiantuntijan ylläpitämä";
"Tuomiojärvi (14.291.1.002)/Valtakunnallinen sinileväseuranta";"62° 15' 17.28"" N, 25° 44' 30.48"" E";"Keski-Suomen elinkeino-, liikenne- ja ympäristökeskus";2025-06-25T14:39:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Saimaa (04.112.1.001)/Louhivesi, Huttula";"61° 31' 37.56"" N, 27° 31' 54.48"" E";"Etelä-Savon elinkeino-, liikenne- ja ympäristökeskus";2025-06-25T17:05:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Stora Seljes (49.051.1.004)/Seljes";"63° 41' 49.92"" N, 23° 31' 33.97"" E";"Etelä-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2025-06-26T11:30:00;1;;-;"Asiantuntijan ylläpitämä";
"Emetträsket (49.026.1.002)/Prästlandsstranden";"63° 37' 25.76"" N, 23° 24' 9.85"" E";"Etelä-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2025-06-26T12:30:00;1;;-;"Asiantuntijan ylläpitämä";
"Hemsjön (48.003.1.004)/Heimsjö simstrand";"63° 32' 36.87"" N, 23° 30' 28.25"" E";"Etelä-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2025-06-26T13:00:00;1;;-;"Asiantuntijan ylläpitämä";
"Luodonjärvi (99.110.1.001)/Valtakunnallinen sinileväseuranta";"63° 47' 48.30"" N, 22° 45' 47.64"" E";"Etelä-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2025-06-26T13:00:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Suontee (yhd.)/Taipaleenlahti";"61° 42' 11.38"" N, 26° 15' 31.91"" E";"Keski-Suomen elinkeino-, liikenne- ja ympäristökeskus";2025-06-26T15:05:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Narvijärvi (33.009.1.001)/Rotarien sinileväseuranta (Houninlahti)";"61° 4' 29.86"" N, 21° 51' 19.24"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2025-06-26T18:49:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Saimaa (04.112.1.001)/Louhivesi";"61° 29' 46.69"" N, 27° 34' 58.18"" E";"Etelä-Savon elinkeino-, liikenne- ja ympäristökeskus";2025-06-27T09:34:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Jääskänjärvi (44.098.1.001)/Havaintopaikka 1";"62° 38' 3.20"" N, 23° 14' 6.75"" E";"Etelä-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2025-06-27T10:48:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Juurusvesi - Akonvesi (04.611.1.001)/Mantumaa";"63° 0' 53.27"" N, 27° 58' 15.26"" E";"Pohjois-Savon elinkeino-, liikenne- ja ympäristökeskus";2025-06-27T12:52:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Vaaksinjärvi (21.055.1.001)/Rotarien sinileväseuranta (Majalahti)";"60° 29' 26.82"" N, 24° 40' 49.82"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2025-06-27T14:59:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Horonjärvi (14.715.1.002)/Soukkasenlahti";"62° 50' 26.07"" N, 26° 19' 1.89"" E";"Pohjois-Savon elinkeino-, liikenne- ja ympäristökeskus";2025-06-27T21:01:00;1;;-;"Tavallisen käyttäjän ylläpitämä";"Vesi oli rannassa koko syvyydeltä niin hippuista, että ei voinut ajatellakaan uimista. Olen tottunut vuosien mittaan levään, etten vähästä välitä. Kävin vain omassa rannassa, en kauempana. Astiassa vihreä nousi pintaan. Tuulen käännyttyä vesi oli taas kirkkaan näköistä."
"Kallavesi (yhd.)/Vaajasalo, eteläranta";"62° 53' 45.19"" N, 27° 49' 56.22"" E";"Pohjois-Savon elinkeino-, liikenne- ja ympäristökeskus";2025-06-28T10:38:00;1;;-;"Tavallisen käyttäjän ylläpitämä";"Rantaan ajautuneena."
"Juolasvesi - Sarkavesi (14.913.1.001)/Havaintopaikka 1";"61° 23' 31.55"" N, 26° 41' 6.78"" E";"Etelä-Savon elinkeino-, liikenne- ja ympäristökeskus";2025-06-28T11:00:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Pyhäjärvi (54.051.1.001)/Havaintopaikka 1";"63° 37' 5.28"" N, 25° 58' 4.63"" E";"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2025-06-28T11:05:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Ukonvesi (Saimaa) (04.151.1.001)/Koivukummunpolku";"61° 36' 36.50"" N, 27° 16' 29.62"" E";"Etelä-Savon elinkeino-, liikenne- ja ympäristökeskus";2025-06-28T11:25:00;1;;-;"Kokeneen käyttäjän ylläpitämä";
"Saimaa (04.112.1.001)/Kotkatsaari";"61° 29' 8.26"" N, 28° 10' 32.06"" E";"Etelä-Savon elinkeino-, liikenne- ja ympäristökeskus";2025-06-28T11:57:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Pyhäjärvi (04.391.1.001)/Kolkutniemi";"61° 46' 16.65"" N, 30° 2' 25.73"" E";"Kaakkois-Suomen elinkeino-, liikenne- ja ympäristökeskus";2025-06-28T12:43:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Saimaa (04.112.1.001)/Rotarien sinileväseuranta (Pulkkaselkä, Hietalahti)";"61° 6' 42.31"" N, 28° 1' 58.31"" E";"Kaakkois-Suomen elinkeino-, liikenne- ja ympäristökeskus";2025-06-28T13:05:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Varisvesi (04.273.1.300)/Ellinsaari";"62° 32' 52.03"" N, 28° 35' 50.77"" E";"Pohjois-Karjalan elinkeino-, liikenne- ja ympäristökeskus";2025-06-28T13:32:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Konnivesi (14.131.1.001)/Vähäsaari";"61° 8' 25.44"" N, 26° 6' 58.02"" E";"Hämeen elinkeino-, liikenne- ja ympäristökeskus";2025-06-28T15:02:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Suontee (yhd.)/Kataatselkä";"61° 42' 45.61"" N, 26° 16' 12.79"" E";"Keski-Suomen elinkeino-, liikenne- ja ympäristökeskus";2025-06-28T15:24:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Pihlajavesi (Saimaa) (04.121.1.001)/Kuivisaari";"61° 38' 59.11"" N, 28° 15' 33.95"" E";"Etelä-Savon elinkeino-, liikenne- ja ympäristökeskus";2025-06-28T15:57:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Pihlajavesi (Saimaa) (04.121.1.001)/Satamoniemi";"61° 47' 38.37"" N, 28° 46' 21.06"" E";"Etelä-Savon elinkeino-, liikenne- ja ympäristökeskus";2025-06-28T16:34:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Katumajärvi (35.236.1.001)/KaSyn havaintopaikka (Idänpää)";"60° 59' 57.31"" N, 24° 30' 33.23"" E";"Hämeen elinkeino-, liikenne- ja ympäristökeskus";2025-06-28T16:51:00;1;;-;"Asiantuntijan ylläpitämä";
"Pihlajavesi (Saimaa) (04.121.1.001)/Tuohisaaren lautta";"61° 44' 34.92"" N, 28° 35' 56.37"" E";"Etelä-Savon elinkeino-, liikenne- ja ympäristökeskus";2025-06-28T16:53:00;1;;-;"Tavallisen käyttäjän ylläpitämä";"Tuohisaaren lauttalaituri."
"Muuruejärvi (14.432.1.001)/Isoniemi";"63° 4' 51.82"" N, 25° 30' 6.02"" E";"Keski-Suomen elinkeino-, liikenne- ja ympäristökeskus";2025-06-28T17:00:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Pienivesi (14.917.1.002)/Havaintopaikka 4";"61° 30' 4.37"" N, 26° 26' 52.90"" E";"Etelä-Savon elinkeino-, liikenne- ja ympäristökeskus";2025-06-28T17:33:00;1;;-;"Tavallisen käyttäjän ylläpitämä";"Testattu vesilasilla."
"Vähä Tiilijärvi (14.244.1.004)/Uimaranta";"60° 59' 28.71"" N, 25° 30' 15.11"" E";"Hämeen elinkeino-, liikenne- ja ympäristökeskus";2025-06-28T19:23:00;1;;-;"Tavallisen käyttäjän ylläpitämä";"Rannan eteläreunassa hieman leväkerääntymää. Muualta kirkas."
"Pihlajavesi (Saimaa) (04.121.1.001)/Mutikonselkä";"61° 30' 28.12"" N, 28° 13' 36.76"" E";"Etelä-Savon elinkeino-, liikenne- ja ympäristökeskus";2025-06-28T19:41:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Pyhäjärvi (04.391.1.001)/Havaintopaikka 6";"61° 49' 22.61"" N, 30° 3' 49.88"" E";"Kaakkois-Suomen elinkeino-, liikenne- ja ympäristökeskus";2025-06-28T20:30:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Orivesi (Saimaa) (04.311.1.001)/Leppälahti";"62° 24' 30.30"" N, 29° 13' 30.18"" E";"Etelä-Savon elinkeino-, liikenne- ja ympäristökeskus";2025-06-28T21:10:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Kallavesi (yhd.)/Pirttiniemi";"62° 48' 48.86"" N, 27° 40' 57.04"" E";"Pohjois-Savon elinkeino-, liikenne- ja ympäristökeskus";2025-06-29T09:45:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Puula (14.923.1.001)/Latsi";;-;2025-06-29T11:06:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Jaurakaisjärvi (60.065.1.001)/Havaintopaikka 4";"65° 11' 53.11"" N, 26° 54' 20.53"" E";"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2025-06-29T11:33:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Juolasvesi - Sarkavesi (14.913.1.001)/Sammalranta";"61° 18' 55.62"" N, 26° 47' 22.87"" E";"Etelä-Savon elinkeino-, liikenne- ja ympäristökeskus";2025-06-29T12:00:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Keitele (yhd.)/Talatsaari";"63° 9' 39.86"" N, 25° 39' 48.06"" E";"Keski-Suomen elinkeino-, liikenne- ja ympäristökeskus";2025-06-29T15:00:00;1;;-;"Tavallisen käyttäjän ylläpitämä";"Tuuli kuljetti Pihkurilta sinilevää. Sitä oli vain vähän."
"Narvijärvi (33.009.1.001)/Rotarien sinileväseuranta (Kuminanranta)";"61° 4' 0.77"" N, 21° 51' 44.97"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2025-06-29T15:21:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Eimisjärvi - Lauttalammit (01.072.1.001)/Niiralanniemen uimapaikka";"62° 30' 13.57"" N, 30° 47' 46.28"" E";"Pohjois-Karjalan elinkeino-, liikenne- ja ympäristökeskus";2025-06-30T10:09:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
Havainto:Puronlahti;;-;2025-06-30T10:23:00;1;;-;"Tavallisen käyttäjän ylläpitämä";"Pienellä alueella. Kulkee tuulen mukana."
"Peltolammi (35.216.1.004)/Peltolammin uimala";"61° 26' 55.78"" N, 23° 44' 46.66"" E";"Pirkanmaan elinkeino-, liikenne- ja ympäristökeskus";2025-06-30T14:16:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Pienivesi (14.917.1.002)/Havaintopaikka 5";"61° 30' 46.70"" N, 26° 27' 18.95"" E";"Etelä-Savon elinkeino-, liikenne- ja ympäristökeskus";2025-06-30T14:24:00;1;;-;"Tavallisen käyttäjän ylläpitämä";"Vedessä on sekä siitepölyä että sinilevää."
"Murtonen (04.177.1.004)/Valtakunnallinen sinileväseuranta";"61° 52' 10.97"" N, 27° 46' 38.70"" E";"Etelä-Savon elinkeino-, liikenne- ja ympäristökeskus";2025-06-30T15:43:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Heiniö (14.937.1.014)/Valtakunnallinen sinileväseuranta";"62° 14' 32.64"" N, 27° 12' 2.16"" E";"Etelä-Savon elinkeino-, liikenne- ja ympäristökeskus";2025-07-01T07:45:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Rautavesi - Liekovesi (35.131.1.001)/Valtakunnallinen sinileväseuranta (Liekovesi)";"61° 20' 20.04"" N, 22° 54' 20.16"" E";"Pirkanmaan elinkeino-, liikenne- ja ympäristökeskus";2025-07-01T09:26:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Houhajärvi (35.184.1.002)/Valtakunnallinen sinileväseuranta";"61° 17' 54.38"" N, 22° 58' 47.87"" E";"Pirkanmaan elinkeino-, liikenne- ja ympäristökeskus";2025-07-01T09:29:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Rokuanjärvi (57.045.1.002)/Valtakunnallinen sinileväseuranta";"64° 32' 21.48"" N, 26° 32' 8.88"" E";"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2025-07-01T09:37:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Kaukajärvi (35.214.1.007)/Valtakunnallinen sinileväseuranta";"61° 28' 32.52"" N, 23° 53' 37.68"" E";"Pirkanmaan elinkeino-, liikenne- ja ympäristökeskus";2025-07-01T09:46:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Usminjärvi (21.031.1.004)/Valtakunnallinen sinileväseuranta";"60° 37' 50.16"" N, 24° 45' 38.52"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2025-07-01T10:00:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Kirkkojärvi (95.110.1.020)/Valtakunnallinen sinileväseuranta (Rymättylän Kirkkojärvi)";"60° 22' 15.30"" N, 21° 55' 58.83"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2025-07-01T10:15:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";"Näkösyvyys 29cm."
"Näsijärvi (yhd.)/Valtakunnallinen sinileväseuranta (Rauhaniemen uimaranta)";"61° 30' 55.80"" N, 23° 47' 17.16"" E";"Pirkanmaan elinkeino-, liikenne- ja ympäristökeskus";2025-07-01T10:16:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Siikaisjärvi (36.065.1.002)/Valtakunnallinen sinileväseuranta";"61° 53' 9.60"" N, 21° 48' 45.00"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2025-07-01T10:18:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Näsijärvi (yhd.)/Valtakunnallinen sinileväseuranta (Elianderin ranta)";"61° 30' 11.88"" N, 23° 43' 57.72"" E";"Pirkanmaan elinkeino-, liikenne- ja ympäristökeskus";2025-07-01T10:39:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Tohloppi (35.211.1.004)/Valtakunnallinen sinileväseuranta";"61° 30' 39.60"" N, 23° 38' 22.92"" E";"Pirkanmaan elinkeino-, liikenne- ja ympäristökeskus";2025-07-01T11:06:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
