Havaintopaikka;Koordinaatit;ELY-keskus;Päivämäärä;LevätilanneNum;LevätilanneTxt;Seuranta;Ylläpito;Lisätiedot
"Sotkamojärvi (59.821.1.006)/Sopala";"64° 7' 40.17"" N, 28° 25' 17.21"" E";"Kainuun elinkeino-, liikenne- ja ympäristökeskus";2023-06-25T11:19:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Monåfjärden-Kalotfjärden/Norra Heplotan, itäranta";"63° 18' 59.75"" N, 22° 15' 10.91"" E";"Etelä-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2023-06-25T11:44:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Halikonlahden pohjoinen haara/Bergholma";"60° 14' 2.96"" N, 22° 30' 22.85"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2023-06-25T11:58:00;1;;-;"Tavallisen käyttäjän ylläpitämä";"Poukamassa runsaasti, väylällä hieman."
"Lohjanjärvi (23.021.1.001)/Malkaniemi";"60° 12' 25.54"" N, 23° 51' 38.41"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2023-06-25T11:59:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Kuorasjärvi (44.095.1.001)/Kallioniementie 675";"62° 43' 10.00"" N, 23° 12' 51.40"" E";"Etelä-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2023-06-25T12:00:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Kyyvesi (14.932.1.001)/Purtoniemi";"61° 53' 49.39"" N, 27° 12' 7.10"" E";"Etelä-Savon elinkeino-, liikenne- ja ympäristökeskus";2023-06-25T12:00:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Kuorasjärvi (44.095.1.001)/Rissantie 127";"62° 40' 24.96"" N, 23° 13' 58.03"" E";"Etelä-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2023-06-25T12:30:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Alemmainen (04.112.1.314)/Alemmainen";"61° 40' 20.64"" N, 27° 56' 47.40"" E";"Etelä-Savon elinkeino-, liikenne- ja ympäristökeskus";2023-06-25T14:15:00;1;;-;"Tavallisen käyttäjän ylläpitämä";"Vihreitä hiutaleita vedessä hieman."
"Säläisjärvi (39.004.1.001)/Säläisjärven uimaranta 2";"62° 39' 42.34"" N, 21° 59' 11.48"" E";"Etelä-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2023-06-25T15:55:00;1;;-;"Tavallisen käyttäjän ylläpitämä";"Uimarannan laiturin ympäristössä."
"Päijänne (yhd.)/Havaintopaikka 2";"62° 6' 56.70"" N, 25° 48' 42.03"" E";"Keski-Suomen elinkeino-, liikenne- ja ympäristökeskus";2023-06-25T17:21:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Päijänne (yhd.)/Kopsuonlahti, Koveronranta";"61° 10' 23.65"" N, 25° 41' 3.75"" E";"Hämeen elinkeino-, liikenne- ja ympäristökeskus";2023-06-25T18:15:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Halikonlahden pohjoinen haara/Santasaari koillinen";"60° 14' 4.54"" N, 22° 29' 42.49"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2023-06-25T19:43:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Päijänne (yhd.)/Syväniementie 134";"61° 47' 7.14"" N, 25° 34' 49.62"" E";"Keski-Suomen elinkeino-, liikenne- ja ympäristökeskus";2023-06-25T21:28:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Iso- ja Pikku-Nauvon vesialue/Rotarien sinileväseuranta (Anisorfjärden, Tratten)";"60° 9' 13.61"" N, 21° 56' 3.80"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2023-06-26T06:05:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Keipsalo/Rotarien sinileväseuranta (Stora Småholmen)";"60° 18' 59.13"" N, 26° 7' 16.60"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2023-06-26T07:13:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";"Aurinkoista, koilistuulta n 5 m/s, lämpötila n 18 C, vedenkorkeus n -12"
"Ylisjärvi (24.043.1.001)/Tuoreskallio";"60° 21' 17.47"" N, 23° 16' 26.79"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2023-06-26T08:02:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Paraisten ja Nauvon välinen vesialue/Yxkilsudd";"60° 10' 22.00"" N, 22° 15' 39.68"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2023-06-26T09:15:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Pielinen (04.411.1.001)/Laiskan uimaranta";"62° 54' 23.54"" N, 30° 12' 50.86"" E";"Pohjois-Karjalan elinkeino-, liikenne- ja ympäristökeskus";2023-06-26T09:29:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Ströömi/Rotarien sinileväseuranta (Hosmanviikki)";"60° 33' 48.73"" N, 21° 17' 28.76"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2023-06-26T11:44:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Rikkavesi (04.721.1.001)/Pirttiniemi";"62° 55' 19.81"" N, 28° 41' 15.56"" E";"Pohjois-Savon elinkeino-, liikenne- ja ympäristökeskus";2023-06-26T12:04:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Hakkenpää - Tuulvesi/Tuomoinen - Lohenkari";"60° 35' 8.92"" N, 21° 27' 12.20"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2023-06-26T12:09:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Seurasaari/Rotarien sinileväseuranta (Rajasaari)";"60° 10' 48.28"" N, 24° 53' 59.62"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2023-06-26T13:35:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";"Sama kuin viime viikolla. En ole varma onko siitepölyä"
"Tuomiojärvi (14.291.1.002)/Viitaniemen uimaranta";"62° 15' 16.41"" N, 25° 43' 39.70"" E";"Keski-Suomen elinkeino-, liikenne- ja ympäristökeskus";2023-06-26T14:33:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Rauman ja Eurajoen saaristo/Kortelanlahti, Mudaistenluodot";"61° 6' 1.70"" N, 21° 26' 47.55"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2023-06-26T15:07:00;1;;-;"Tavallisen käyttäjän ylläpitämä";"Kesän ensimmäinen sinilevähavainto, vesi kauttaaltaan täynnä hippuja, pinnalla ei vielä lauttoja."
"Pyhäjärvi (35.211.1.001)/Valtakunnallinen sinileväseuranta (Mäyriänranta)";"61° 20' 25.80"" N, 23° 38' 48.84"" E";"Pirkanmaan elinkeino-, liikenne- ja ympäristökeskus";2023-06-26T15:40:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Päijänne (yhd.)/Lehesselkä, Sammalhieta";"61° 45' 57.12"" N, 25° 20' 24.43"" E";"Keski-Suomen elinkeino-, liikenne- ja ympäristökeskus";2023-06-26T15:50:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Suvasvesi (04.273.1.001)/Vuorisalo";"62° 46' 36.43"" N, 28° 9' 59.18"" E";"Pohjois-Savon elinkeino-, liikenne- ja ympäristökeskus";2023-06-26T17:19:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Kuortaneenjärvi (44.041.1.001)/Kirkkoranta";"62° 48' 15.68"" N, 23° 29' 40.15"" E";"Etelä-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2023-06-26T17:24:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Päijänne (yhd.)/Vitikkala";"62° 0' 26.47"" N, 25° 39' 10.86"" E";"Keski-Suomen elinkeino-, liikenne- ja ympäristökeskus";2023-06-26T20:20:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Päijänne (yhd.)/Saametsä";"61° 33' 8.27"" N, 25° 17' 35.65"" E";"Pirkanmaan elinkeino-, liikenne- ja ympäristökeskus";2023-06-26T20:25:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Pitkämön tekojärvi (42.041.2.001)/Pitkämön uimaranta 2";"62° 34' 58.36"" N, 22° 24' 25.49"" E";"Etelä-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2023-06-27T04:45:48;1;;-;"Tavallisen käyttäjän ylläpitämä";"Uimavesinäytteenoton yhteydessä 27.6.2023 todettu hieman sinilevää."
"Säläisjärvi (39.004.1.001)/Säläisjärven uimaranta 2";"62° 39' 42.06"" N, 21° 59' 13.43"" E";"Etelä-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2023-06-27T04:50:16;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Koskutjärvi (42.055.1.001)/Hebrominranta";"62° 21' 22.28"" N, 22° 50' 50.36"" E";"Etelä-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2023-06-27T05:19:13;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Joutikas (23.078.1.002)/Valtakunnallinen sinileväseuranta";"60° 25' 30.72"" N, 23° 53' 29.04"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2023-06-27T07:15:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Heiniö (14.937.1.014)/Valtakunnallinen sinileväseuranta";"62° 14' 32.64"" N, 27° 12' 2.16"" E";"Etelä-Savon elinkeino-, liikenne- ja ympäristökeskus";2023-06-27T07:40:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Yli-Kitka (73.025.1.001)/Valtakunnallinen sinileväseuranta (Himmerkinlahti)";"66° 4' 54.48"" N, 28° 17' 3.48"" E";"Lapin elinkeino-, liikenne- ja ympäristökeskus";2023-06-27T07:50:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Pyhitty (04.257.1.023)/Valtakunnallinen sinileväseuranta";"62° 15' 30.60"" N, 27° 13' 53.40"" E";"Etelä-Savon elinkeino-, liikenne- ja ympäristökeskus";2023-06-27T07:50:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Ylisjärvi (24.043.1.001)/Tuoreskallio";"60° 21' 17.47"" N, 23° 16' 26.79"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2023-06-27T08:01:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Kuusijärvi (81.048.1.003)/Valtakunnallinen sinileväseuranta";"60° 18' 46.44"" N, 25° 6' 40.68"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2023-06-27T08:10:00;1;;-;"Asiantuntijan ylläpitämä";
"Orivesi (Saimaa) (04.311.1.001)/Valtakunnallinen sinileväseuranta (Heposelkä, Huhtiniemi)";"62° 35' 58.20"" N, 29° 17' 19.68"" E";"Pohjois-Karjalan elinkeino-, liikenne- ja ympäristökeskus";2023-06-27T08:15:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Ontojärvi - Nurmesjärvi (59.911.1.001)/Heinälahti";"64° 7' 51.29"" N, 28° 58' 44.94"" E";"Kainuun elinkeino-, liikenne- ja ympäristökeskus";2023-06-27T08:21:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Peränne (35.424.1.001)/Valtakunnallinen sinileväseuranta (Peränteen venevalkama)";"62° 28' 35.43"" N, 23° 59' 10.11"" E";"Etelä-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2023-06-27T08:25:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Pieksänjärvi (14.793.1.001)/Valtakunnallinen sinileväseuranta";"62° 18' 26.64"" N, 27° 8' 16.80"" E";"Etelä-Savon elinkeino-, liikenne- ja ympäristökeskus";2023-06-27T08:30:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Urajärvi (14.123.1.001)/Valtakunnallinen sinileväseuranta";"60° 55' 9.12"" N, 26° 23' 11.76"" E";"Hämeen elinkeino-, liikenne- ja ympäristökeskus";2023-06-27T08:49:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Paraisten ja Nauvon välinen vesialue/Yxkilsudd";"60° 10' 22.00"" N, 22° 15' 39.68"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2023-06-27T08:57:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Loppijärvi (35.874.1.001)/Valtakunnallinen sinileväseuranta (Kirkonkylän uimaranta)";"60° 42' 20.35"" N, 24° 25' 43.48"" E";"Hämeen elinkeino-, liikenne- ja ympäristökeskus";2023-06-27T09:06:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Kymijärvi (14.164.1.001)/Valtakunnallinen sinileväseuranta (Kariston uimaranta)";"60° 58' 43.95"" N, 25° 45' 3.52"" E";"Hämeen elinkeino-, liikenne- ja ympäristökeskus";2023-06-27T09:21:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Pyhäselkä (Saimaa) (04.321.1.001)/Koivuniemen uimaranta";"62° 34' 25.11"" N, 29° 46' 50.73"" E";"Pohjois-Karjalan elinkeino-, liikenne- ja ympäristökeskus";2023-06-27T09:22:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Enonvesi (Saimaa) (04.221.1.001)/Havaintopaikka 3";"62° 10' 10.08"" N, 28° 36' 18.36"" E";"Pohjois-Savon elinkeino-, liikenne- ja ympäristökeskus";2023-06-27T09:35:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Pyhäselkä (Saimaa) (04.321.1.001)/Vehkalahden uimaranta";"62° 34' 34.80"" N, 29° 46' 0.77"" E";"Pohjois-Karjalan elinkeino-, liikenne- ja ympäristökeskus";2023-06-27T09:43:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Pieni Vatjusjärvi (54.039.1.001)/Valtakunnallinen sinileväseuranta";"64° 6' 24.84"" N, 25° 19' 11.28"" E";"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2023-06-27T09:46:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Ukonvesi (Saimaa) (04.151.1.001)/Valtakunnallinen sinileväseuranta (Launialan uimaranta)";"61° 41' 26.77"" N, 27° 19' 14.76"" E";"Etelä-Savon elinkeino-, liikenne- ja ympäristökeskus";2023-06-27T09:48:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Ruotsalainen (14.141.1.001)/Rotarien sinileväseuranta (Tähtiniemi, itäranta)";"61° 12' 16.38"" N, 26° 0' 27.68"" E";"Hämeen elinkeino-, liikenne- ja ympäristökeskus";2023-06-27T09:59:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Höytiäisen kanavan alue (04.81)/Marjalan uimaranta";"62° 37' 51.10"" N, 29° 39' 38.35"" E";"Pohjois-Karjalan elinkeino-, liikenne- ja ympäristökeskus";2023-06-27T10:00:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Iso Vatjusjärvi (54.039.1.002)/Valtakunnallinen sinileväseuranta";"64° 5' 12.62"" N, 25° 20' 54.70"" E";"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2023-06-27T10:01:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Ähtärinjärvi (35.433.1.001)/Valtakunnallinen sinileväseuranta (Ähtärinsalmi)";"62° 35' 31.30"" N, 24° 8' 6.38"" E";"Etelä-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2023-06-27T10:13:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Puula (14.923.1.001)/Valtakunnallinen sinileväseuranta (Kangasniemen kirkonkylän uimala)";"61° 59' 5.59"" N, 26° 38' 43.18"" E";"Etelä-Savon elinkeino-, liikenne- ja ympäristökeskus";2023-06-27T10:18:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Pietarsaaren edusta/Grisselöströmmen";"63° 45' 57.38"" N, 22° 40' 27.44"" E";"Etelä-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2023-06-27T10:26:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Uusikaarlepyyn - Larsmon rannikkoalue (99.11)/Valtakunnallinen sinileväseuranta (Pietarsaaren edusta)";"63° 43' 27.53"" N, 22° 37' 12.42"" E";"Etelä-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2023-06-27T10:30:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Houhajärvi (35.184.1.002)/Valtakunnallinen sinileväseuranta";"61° 17' 54.38"" N, 22° 58' 47.87"" E";"Pirkanmaan elinkeino-, liikenne- ja ympäristökeskus";2023-06-27T10:30:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Pitkäjärvi (04.152.1.002)/Valtakunnallinen sinileväseuranta (Pitkäjärven uimaranta)";"61° 40' 26.91"" N, 27° 14' 50.94"" E";"Etelä-Savon elinkeino-, liikenne- ja ympäristökeskus";2023-06-27T10:31:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Espoonlahti/Rotarien sinileväseuranta (Klobbenin saaristovenelaituri)";"60° 8' 6.00"" N, 24° 38' 51.08"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2023-06-27T10:33:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Tuusulanjärvi (21.082.1.001)/Valtakunnallinen sinileväseuranta (Halosenniemi)";"60° 26' 8.52"" N, 25° 3' 20.88"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2023-06-27T11:26:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Kokkolan edusta/Lahdenperän uimaranta";"63° 50' 3.39"" N, 23° 2' 30.89"" E";"Etelä-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2023-06-27T12:00:00;1;;-;"Asiantuntijan ylläpitämä";"Sinilevää oli hieman kasautuneena uimarannan reuna-alueilla."
"Rokuanjärvi (57.045.1.002)/Valtakunnallinen sinileväseuranta";"64° 32' 22.36"" N, 26° 32' 22.02"" E";"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2023-06-27T12:01:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Siilinjärvi (04.611.1.010)/Valtakunnallinen sinileväseuranta (Siilinlahti)";"63° 4' 22.80"" N, 27° 40' 16.68"" E";"Pohjois-Savon elinkeino-, liikenne- ja ympäristökeskus";2023-06-27T12:08:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Ahmo (04.651.1.003)/Valtakunnallinen sinileväseuranta";"63° 4' 57.36"" N, 27° 39' 15.84"" E";"Pohjois-Savon elinkeino-, liikenne- ja ympäristökeskus";2023-06-27T12:11:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";"Ei vielä rantaviivassa kertymää, vesipatsaassa silminnähtävästi vihreitä hippuja."
"Orivesi (Saimaa) (04.311.1.001)/Resko";"62° 19' 49.55"" N, 29° 27' 45.14"" E";"Pohjois-Karjalan elinkeino-, liikenne- ja ympäristökeskus";2023-06-27T12:14:00;1;;-;"Tavallisen käyttäjän ylläpitämä";"Aika laajalti ympäristössä sinilevää. Koskaan aikaisemmin ei ole muistikuvani (50 vuotta) mukaan havaittu."
"Skiftet Södra/Lappoo";"60° 18' 30.41"" N, 20° 59' 27.69"" E";"Ahvenanmaan maakunta";2023-06-27T12:15:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Rusutjärvi (21.083.1.001)/Valtakunnallinen sinileväseuranta (uimaranta)";"60° 25' 47.28"" N, 24° 59' 17.88"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2023-06-27T12:20:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Simpelejärvi (yhd.)/Valtakunnallinen sinileväseuranta (Rantapuiston uimaranta)";"61° 33' 18.25"" N, 29° 29' 40.69"" E";"Kaakkois-Suomen elinkeino-, liikenne- ja ympäristökeskus";2023-06-27T12:55:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";"Joitakin hippuja vedessä"
"Hemsjön (48.003.1.004)/Heimsjö simstrand";"63° 32' 36.87"" N, 23° 30' 28.25"" E";"Etelä-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2023-06-27T14:24:00;1;;-;"Asiantuntijan ylläpitämä";"Uimarannan vedessä syvemmällä oli havaittavissa vähän sinilevää."
"Emetträsket (49.026.1.002)/Prästlandsstranden";"63° 37' 25.76"" N, 23° 24' 9.85"" E";"Etelä-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2023-06-27T14:25:00;1;;-;"Asiantuntijan ylläpitämä";"Sinilevää havaittavissa uimarannan vedessä hippuina kerroksellisesti."
"Köyliönjärvi (34.054.1.001)/Valtakunnallinen sinileväseuranta (Yttilän Otta)";"61° 6' 19.80"" N, 22° 21' 29.88"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2023-06-27T14:54:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Köyliönjärvi (34.054.1.001)/Valtakunnallinen sinileväseuranta (Yttilän Otta)";"61° 6' 19.80"" N, 22° 21' 29.88"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2023-06-27T14:54:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Flatöfjärden/Ryssö sund, Tröttviken";"60° 22' 20.49"" N, 19° 59' 43.58"" E";"Ahvenanmaan maakunta";2023-06-27T15:16:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Luodonjärvi (99.110.1.001)/Valtakunnallinen sinileväseuranta";"63° 47' 48.30"" N, 22° 45' 47.64"" E";"Etelä-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2023-06-27T15:18:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";"Erittäin pieniä määriä sinilevää"
"Pyhäselkä (Saimaa) (04.321.1.001)/Vehkalahden uimaranta";"62° 34' 48.30"" N, 29° 45' 55.45"" E";"Pohjois-Karjalan elinkeino-, liikenne- ja ympäristökeskus";2023-06-27T15:43:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Lappalanjärvi (14.181.1.001)/Lappalanjärvi, Hautala, Kouvola";"60° 57' 19.84"" N, 26° 44' 51.29"" E";"Kaakkois-Suomen elinkeino-, liikenne- ja ympäristökeskus";2023-06-27T18:50:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Kruunuvuorenselkä/Rotarien sinileväseuranta (Munkkisaari)";"60° 9' 12.41"" N, 24° 55' 57.28"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2023-06-27T19:05:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";"Havainto tehty klo 10:12"
"Ukonvesi (Saimaa) (04.151.1.001)/Honkalahden uimaranta";"61° 37' 43.59"" N, 27° 21' 48.03"" E";"Etelä-Savon elinkeino-, liikenne- ja ympäristökeskus";2023-06-27T21:04:00;1;;-;"Tavallisen käyttäjän ylläpitämä";"Hyvin vähän hiukkasia."
"Halikonlahden pohjoinen haara/Rotarien sinileväseuranta (Sandö)";"60° 13' 31.28"" N, 22° 30' 11.51"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2023-06-27T22:37:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Alajärvi (35.892.1.004)/Sammonlahden suu";"60° 58' 8.68"" N, 24° 22' 5.38"" E";"Hämeen elinkeino-, liikenne- ja ympäristökeskus";2023-06-28T00:00:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Lamminjärvi (42.043.1.002)/Lamminjärven uimaranta 2";"62° 29' 13.02"" N, 22° 45' 36.24"" E";"Etelä-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2023-06-28T04:48:24;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Koskutjärvi (42.055.1.001)/Hebrominranta";"62° 21' 22.28"" N, 22° 50' 50.36"" E";"Etelä-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2023-06-28T05:19:43;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Paraisten ja Nauvon välinen vesialue/Yxkilsudd";"60° 10' 22.00"" N, 22° 15' 39.68"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2023-06-28T05:54:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Savijärvi (81.043.1.002)/Valtakunnallinen sinileväseuranta";"60° 21' 50.39"" N, 25° 20' 6.94"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2023-06-28T08:40:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Hirvensalo - Kakskerta/Havaintopaikka 2";"60° 22' 28.64"" N, 22° 17' 53.61"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2023-06-28T08:56:00;1;;-;"Tavallisen käyttäjän ylläpitämä";"Runsaasti levähippua"
"Pyhäselkä (Saimaa) (04.321.1.001)/Valtakunnallinen sinileväseuranta (Vehkalahti)";"62° 34' 47.34"" N, 29° 45' 54.23"" E";"Pohjois-Karjalan elinkeino-, liikenne- ja ympäristökeskus";2023-06-28T09:00:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Pielinen (04.411.1.001)/Syvälahti";"63° 19' 59.71"" N, 29° 40' 29.78"" E";"Pohjois-Karjalan elinkeino-, liikenne- ja ympäristökeskus";2023-06-28T09:02:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Pyhäselkä (Saimaa) (04.321.1.001)/Valtakunnallinen sinileväseuranta (Koivuniemen uimaranta)";"62° 34' 24.24"" N, 29° 46' 49.80"" E";"Pohjois-Karjalan elinkeino-, liikenne- ja ympäristökeskus";2023-06-28T09:15:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Kuortaneenjärvi (44.041.1.001)/Valtakunnallinen sinileväseuranta";"62° 48' 50.04"" N, 23° 28' 1.20"" E";"Etelä-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2023-06-28T09:22:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Sipoon saaristo/Rotarien sinileväseuranta (Sipoon selkä, Stora Korpholmen)";"60° 12' 26.41"" N, 25° 19' 52.66"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2023-06-28T09:25:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Kirkkojärvi (35.713.1.022)/Valtakunnallinen sinileväseuranta";"61° 27' 16.56"" N, 24° 2' 33.00"" E";"Pirkanmaan elinkeino-, liikenne- ja ympäristökeskus";2023-06-28T09:41:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
