Havaintopaikka;Koordinaatit;ELY-keskus;Päivämäärä;LevätilanneNum;LevätilanneTxt;Seuranta;Ylläpito;Lisätiedot
"Gullkronan selän ulkosaaristoalue/Havaintopaikka 2";"60° 5' 58.52"" N, 22° 9' 39.40"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2024-09-19T13:14:00;2;;-;"Tavallisen käyttäjän ylläpitämä";
"Lohjanjärvi (23.021.1.001)/Mailankylä, Rantamäentie 105 ranta";"60° 14' 2.89"" N, 23° 48' 14.30"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2024-09-22T14:05:00;2;;-;"Tavallisen käyttäjän ylläpitämä";
"Lohjanjärvi (23.021.1.001)/Havaintopaikka 5";"60° 17' 22.48"" N, 23° 55' 15.88"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2024-09-22T16:52:00;2;;-;"Tavallisen käyttäjän ylläpitämä";
"Tuusulanjärvi (21.082.1.001)/Valtakunnallinen sinileväseuranta (Halosenniemi)";"60° 26' 8.52"" N, 25° 3' 20.88"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2024-09-23T08:36:18;2;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Pyhäjärvi (35.211.1.001)/Valtakunnallinen sinileväseuranta (Mäyriänranta)";"61° 20' 25.80"" N, 23° 38' 48.84"" E";"Pirkanmaan elinkeino-, liikenne- ja ympäristökeskus";2024-09-23T14:45:00;2;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Kyrösjärvi (35.521.1.001)/Valtakunnallinen sinileväseuranta (Paijalanranta)";"61° 40' 8.40"" N, 23° 13' 44.04"" E";"Pirkanmaan elinkeino-, liikenne- ja ympäristökeskus";2024-09-24T11:20:00;2;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Paimionlahti ja Paimionselän sisäosa/Valtakunnallinen sinileväseuranta (Paimionlahti, Harvaluodon uimaranta)";"60° 22' 14.99"" N, 22° 30' 56.58"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2024-09-24T15:20:00;2;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Vanajavesi (yhd.)/Rotarien sinileväseuranta (Poransaarenranta)";"61° 3' 14.82"" N, 24° 24' 42.01"" E";"Hämeen elinkeino-, liikenne- ja ympäristökeskus";2024-09-25T15:05:00;2;;"Valtakunnallinen leväseuranta";"Tavallisen käyttäjän ylläpitämä";"Voimakas tuuli haittaa levähavaintoa, havainto oh kuitenkin varma."
"Päijänne (yhd.)/Jänissalmi Korpilahti";"62° 0' 29.80"" N, 25° 37' 39.60"" E";"Keski-Suomen elinkeino-, liikenne- ja ympäristökeskus";2024-10-02T09:19:00;2;;-;"Tavallisen käyttäjän ylläpitämä";
"Katumajärvi (35.236.1.001)/KaSyn havaintopaikka (Idänpää)";"60° 59' 57.31"" N, 24° 30' 33.23"" E";"Hämeen elinkeino-, liikenne- ja ympäristökeskus";2024-10-04T13:13:00;2;;-;"Asiantuntijan ylläpitämä";
"Paimionselän ulko-osa/Koffsjöholmen";"60° 9' 40.30"" N, 22° 20' 42.52"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2024-10-07T21:55:00;2;;-;"Tavallisen käyttäjän ylläpitämä";
"Kallavesi (yhd.)/Vuorela";"62° 59' 2.00"" N, 27° 40' 26.80"" E";"Pohjois-Savon elinkeino-, liikenne- ja ympäristökeskus";2024-10-14T13:43:00;2;;-;"Tavallisen käyttäjän ylläpitämä";
"Lohjanjärvi (23.021.1.001)/Havaintopaikka 5";"60° 17' 22.48"" N, 23° 55' 15.88"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2024-10-27T12:14:00;2;;-;"Tavallisen käyttäjän ylläpitämä";
"Hepolampi (04.342.1.004)/Kirkkotien levähdyspaikka";"62° 47' 19.05"" N, 30° 9' 47.67"" E";"Pohjois-Karjalan elinkeino-, liikenne- ja ympäristökeskus";2024-11-20T16:39:00;2;;-;"Tavallisen käyttäjän ylläpitämä";
"Iso- ja Pikku-Nauvon vesialue/Rotarien sinileväseuranta (Anisorfjärden, Tratten)";"60° 9' 13.61"" N, 21° 56' 3.80"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2024-05-18T09:00:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Ala-Kesiö (14.179.1.019)/Kokkoselän ranta";"61° 18' 5.00"" N, 26° 16' 35.39"" E";"Hämeen elinkeino-, liikenne- ja ympäristökeskus";2024-05-19T09:41:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Vesijärvi (14.241.1.001)/Valtakunnallinen sinileväseuranta (Mukkula)";"60° 58' 53.83"" N, 25° 31' 51.65"" E";"Hämeen elinkeino-, liikenne- ja ympäristökeskus";2024-05-19T15:08:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Lappajärvi (47.031.1.001)/Kivitipun uimaranta";"63° 14' 58.24"" N, 23° 38' 40.85"" E";"Etelä-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2024-05-26T15:18:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Seurasaari/Havaintopaikka 4";"60° 10' 1.60"" N, 24° 54' 37.41"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2024-05-27T10:11:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Harasjärvi (35.850.1.002)/Uimaranta";"60° 57' 40.37"" N, 25° 0' 49.10"" E";"Hämeen elinkeino-, liikenne- ja ympäristökeskus";2024-05-28T16:46:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Rauman ja Eurajoen saaristo/Rotarien sinileväseuranta (Verkkoniemennokka)";"61° 3' 37.92"" N, 21° 23' 29.51"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2024-06-01T11:54:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";"Runsaasti siitepölyä rantavedessä"
"Iso- ja Pikku-Nauvon vesialue/Rotarien sinileväseuranta (Anisorfjärden, Tratten)";"60° 9' 13.61"" N, 21° 56' 3.80"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2024-06-02T14:15:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Hiidenvesi (23.031.1.001)/Omaranta";"60° 22' 15.97"" N, 24° 17' 25.95"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2024-06-02T14:48:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Littoistenjärvi (82V043.1.001)/Valtakunnallinen sinileväseuranta";"60° 27' 19.74"" N, 22° 22' 37.53"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2024-06-03T16:15:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";"Sinilevähippuja vesimassassa, pinnalla siitepölyä"
"Savijärvi (81.043.1.002)/Valtakunnallinen sinileväseuranta";"60° 21' 50.39"" N, 25° 20' 6.94"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2024-06-04T08:00:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Puula (14.923.1.001)/Valtakunnallinen sinileväseuranta (Kangasniemen kirkonkylän uimala)";"61° 59' 5.26"" N, 26° 38' 37.58"" E";"Etelä-Savon elinkeino-, liikenne- ja ympäristökeskus";2024-06-04T08:52:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Nuijamaanjärvi (05.003.1.001)/Nuijamaanjärvi";"60° 57' 17.15"" N, 28° 34' 11.53"" E";"Kaakkois-Suomen elinkeino-, liikenne- ja ympäristökeskus";2024-06-04T08:53:00;1;;-;"Tavallisen käyttäjän ylläpitämä";"Vesistönäytteenoton yhteydessä sinilevämääräarvio oli 1 (hieman levää)."
"Narvijärvi (33.009.1.001)/Rotarien sinileväseuranta (Houninlahti)";"60° 10' 46.92"" N, 24° 56' 3.84"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2024-06-04T10:27:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Haapajärvi (06.022.1.001)/Valtakunnallinen sinileväseuranta";"60° 55' 25.14"" N, 28° 18' 9.76"" E";"Kaakkois-Suomen elinkeino-, liikenne- ja ympäristökeskus";2024-06-05T09:52:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Kirkkojärvi (35.713.1.022)/Valtakunnallinen sinileväseuranta";"61° 27' 16.56"" N, 24° 2' 33.00"" E";"Pirkanmaan elinkeino-, liikenne- ja ympäristökeskus";2024-06-05T10:06:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Seurasaari/Rotarien sinileväseuranta (Munkkiniemen mattolaituri, Torpanranta)";"60° 11' 40.67"" N, 24° 52' 12.72"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2024-06-05T12:27:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Seurasaari/Rotarien sinileväseuranta (Munkkiniemen mattolaituri, Torpanranta)";"60° 11' 53.67"" N, 24° 52' 30.89"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2024-06-05T12:35:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Pernajanlahti/Rotarien sinileväseuranta (Pitkäpään laituri)";"60° 25' 6.05"" N, 26° 5' 18.38"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2024-06-05T13:27:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Lohjanjärvi (23.021.1.001)/Havaintopaikka 5";"60° 17' 16.04"" N, 23° 54' 51.37"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2024-06-05T15:44:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Rautavesi - Liekovesi (35.131.1.001)/Valtakunnallinen sinileväseuranta (Liekovesi)";"61° 20' 20.04"" N, 22° 54' 20.16"" E";"Pirkanmaan elinkeino-, liikenne- ja ympäristökeskus";2024-06-11T09:46:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Houhajärvi (35.184.1.002)/Valtakunnallinen sinileväseuranta";"61° 17' 54.38"" N, 22° 58' 47.87"" E";"Pirkanmaan elinkeino-, liikenne- ja ympäristökeskus";2024-06-11T09:47:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Ahmo (04.651.1.003)/Valtakunnallinen sinileväseuranta";"63° 4' 57.36"" N, 27° 39' 15.84"" E";"Pohjois-Savon elinkeino-, liikenne- ja ympäristökeskus";2024-06-11T13:41:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";"Havaittavissa hieman sinilevää pinnan tuntumassa. Rannalle ei ole kuitenkaan muodostunut rantuja."
"Narvijärvi (33.009.1.001)/Rotarien sinileväseuranta (Houninlahti)";"61° 4' 29.86"" N, 21° 51' 19.24"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2024-06-11T22:02:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Alajärvi (35.892.1.004)/Sammonlahden suu";"60° 58' 8.68"" N, 24° 22' 5.38"" E";"Hämeen elinkeino-, liikenne- ja ympäristökeskus";2024-06-12T00:00:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Sotkamojärvi (59.821.1.006)/Valtakunnallinen sinileväseuranta";"64° 8' 18.24"" N, 28° 25' 55.56"" E";"Kainuun elinkeino-, liikenne- ja ympäristökeskus";2024-06-12T07:13:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Haapajärvi (06.022.1.001)/Valtakunnallinen sinileväseuranta";"60° 55' 25.14"" N, 28° 18' 9.76"" E";"Kaakkois-Suomen elinkeino-, liikenne- ja ympäristökeskus";2024-06-12T07:14:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Unnukka (04.271.1.001)/Valtakunnallinen sinileväseuranta (Kalmalahti)";"62° 29' 4.92"" N, 27° 46' 51.60"" E";"Pohjois-Savon elinkeino-, liikenne- ja ympäristökeskus";2024-06-12T07:55:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Mynälahden sisäosa/Rotarien sinileväseuranta (Pyhäranta Rantamäki)";"60° 37' 5.45"" N, 21° 47' 45.89"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2024-06-12T08:32:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Simpelejärvi (yhd.)/Valtakunnallinen sinileväseuranta (Rantapuiston uimaranta)";"61° 33' 18.25"" N, 29° 29' 40.69"" E";"Kaakkois-Suomen elinkeino-, liikenne- ja ympäristökeskus";2024-06-12T10:00:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Kankarinjärvi (35.534.1.001)/Mökki";"62° 10' 49.85"" N, 23° 5' 28.45"" E";"Pirkanmaan elinkeino-, liikenne- ja ympäristökeskus";2024-06-12T10:24:00;1;;-;"Tavallisen käyttäjän ylläpitämä";"Uimarannan niemen puoleisessa lahden pohjukassa hieman sinilevää."
"Pyhäjärvi (35.211.1.001)/Valtakunnallinen sinileväseuranta (Lehtiniemi)";"61° 26' 20.60"" N, 23° 29' 18.64"" E";"Pirkanmaan elinkeino-, liikenne- ja ympäristökeskus";2024-06-12T10:55:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Vanajavesi (yhd.)/Rotarien sinileväseuranta (Viljamaanlahti)";"61° 6' 45.16"" N, 24° 16' 46.66"" E";"Hämeen elinkeino-, liikenne- ja ympäristökeskus";2024-06-12T11:47:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Mynälahden sisäosa/Valtakunnallinen sinileväseuranta (Kärmäläinen)";"60° 33' 22.67"" N, 21° 46' 3.57"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2024-06-12T13:03:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Vanajavesi (yhd.)/Valtakunnallinen sinileväseuranta (Retulansaari)";"61° 10' 48.98"" N, 24° 18' 6.21"" E";"Hämeen elinkeino-, liikenne- ja ympäristökeskus";2024-06-12T13:43:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Tuomiojärvi (14.291.1.002)/Valtakunnallinen sinileväseuranta";"62° 15' 17.28"" N, 25° 44' 30.48"" E";"Keski-Suomen elinkeino-, liikenne- ja ympäristökeskus";2024-06-12T14:28:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Haukivesi (Saimaa) (04.211.1.001)/Valtakunnallinen sinileväseuranta (Pieni Raudanvesi)";"62° 3' 59.53"" N, 28° 18' 23.57"" E";"Etelä-Savon elinkeino-, liikenne- ja ympäristökeskus";2024-06-12T14:30:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Vesijärvi (14.241.1.001)/Valtakunnallinen sinileväseuranta (Mukkula)";"60° 58' 53.87"" N, 25° 31' 51.79"" E";"Hämeen elinkeino-, liikenne- ja ympäristökeskus";2024-06-12T14:45:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Puula (14.923.1.001)/Otavan Uimaranta";"61° 39' 3.83"" N, 27° 3' 51.19"" E";"Etelä-Savon elinkeino-, liikenne- ja ympäristökeskus";2024-06-12T15:37:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Iso Palojärvi (14.172.1.042)/Kuortin uimaranta";"61° 24' 55.86"" N, 26° 23' 30.99"" E";"Etelä-Savon elinkeino-, liikenne- ja ympäristökeskus";2024-06-12T15:40:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Vanajavesi (yhd.)/Valtakunnallinen sinileväseuranta (Sääksmäen silta)";"61° 14' 35.68"" N, 24° 0' 24.98"" E";"Pirkanmaan elinkeino-, liikenne- ja ympäristökeskus";2024-06-12T16:22:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Narvijärvi (33.009.1.001)/Rotarien sinileväseuranta (Kuminanranta)";"61° 28' 48.35"" N, 21° 42' 32.73"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2024-06-12T17:00:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";"Vihertäviä hiukkasia vedessä, lasitestissä nousivat pintaan."
"Vesijärvi (14.241.1.001)/Rotarien sinileväseuranta (Paimelanlahti)";"61° 5' 11.90"" N, 25° 37' 48.03"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2024-06-12T21:55:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Riuttasjärvi (35.533.1.001)/Valtakunnallinen sinileväseuranta (Käenkosken lava)";"62° 2' 27.21"" N, 23° 2' 43.17"" E";"Pirkanmaan elinkeino-, liikenne- ja ympäristökeskus";2024-06-13T15:33:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Ranta-Töysän järvi (44.071.1.001)/Havaintopaikka 1";"62° 39' 32.68"" N, 23° 39' 25.04"" E";"Etelä-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2024-06-13T15:34:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Sulkuejärvi (35.538.1.005)/Valtakunnallinen sinileväseuranta (OP-Perhepuisto)";"62° 12' 24.27"" N, 23° 10' 33.46"" E";"Pirkanmaan elinkeino-, liikenne- ja ympäristökeskus";2024-06-13T15:34:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Puula (14.923.1.001)/Otavan Uimaranta";"61° 39' 4.09"" N, 27° 3' 50.31"" E";"Etelä-Savon elinkeino-, liikenne- ja ympäristökeskus";2024-06-14T08:14:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Suolivesi (14.524.1.011)/Mansikkalahti";"62° 12' 45.56"" N, 25° 9' 58.75"" E";"Keski-Suomen elinkeino-, liikenne- ja ympäristökeskus";2024-06-14T12:50:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Luodonjärvi (99.110.1.001)/Hästöskatan";"63° 44' 36.59"" N, 22° 51' 58.65"" E";"Etelä-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2024-06-14T14:00:00;1;;-;"Asiantuntijan ylläpitämä";
"Päijänne (yhd.)/Hautalahti";"62° 6' 4.41"" N, 25° 39' 33.36"" E";"Keski-Suomen elinkeino-, liikenne- ja ympäristökeskus";2024-06-14T14:26:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Luodonjärvi (99.110.1.001)/Norrby simstrand";"63° 43' 2.78"" N, 22° 53' 51.75"" E";"Etelä-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2024-06-14T14:30:00;1;;-;"Asiantuntijan ylläpitämä";
"Saimaa (04.112.1.001)/Kiekunpolku 89";"61° 10' 23.19"" N, 28° 34' 56.46"" E";"Kaakkois-Suomen elinkeino-, liikenne- ja ympäristökeskus";2024-06-14T16:10:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Ylttistenjärvi (95.110.1.010)/Havaintopaikka 1";"60° 24' 1.07"" N, 21° 50' 10.62"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2024-06-14T18:42:00;1;;-;"Tavallisen käyttäjän ylläpitämä";"Positiivinen tulos sinilevätestillä (maksatoksiset sinilevät)."
"Iso-Naakkima (14.937.1.001)/Havaintopaikka 2";"62° 11' 41.28"" N, 27° 10' 43.57"" E";"Etelä-Savon elinkeino-, liikenne- ja ympäristökeskus";2024-06-15T15:00:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Leppävesi (14.311.1.001)/Leirikeskus";"62° 12' 31.58"" N, 25° 56' 59.35"" E";"Keski-Suomen elinkeino-, liikenne- ja ympäristökeskus";2024-06-16T15:09:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Mekrijärvi (04.921.1.001)/Havaintopaikka";"62° 45' 16.17"" N, 30° 59' 30.23"" E";"Pohjois-Karjalan elinkeino-, liikenne- ja ympäristökeskus";2024-06-16T17:07:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Paimionlahti ja Paimionselän sisäosa/Valtakunnallinen sinileväseuranta (Paimionlahti, Harvaluodon uimaranta)";"60° 22' 14.99"" N, 22° 30' 56.58"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2024-06-17T07:29:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Kuusiston salmet ja Piikkiönlahti/Valtakunnallinen sinileväseuranta (Kuusistonsalmi, Hovirinnan uimaranta)";"60° 23' 43.30"" N, 22° 22' 35.21"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2024-06-17T07:55:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Orijärvi (04.152.1.003)/Orijärven uimaranta";"61° 39' 47.52"" N, 27° 12' 24.58"" E";"Etelä-Savon elinkeino-, liikenne- ja ympäristökeskus";2024-06-17T08:55:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Vardskadsudden - Strömma/Rotarien sinileväseuranta (Pedersåstrand)";"60° 5' 25.13"" N, 22° 49' 30.25"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2024-06-17T09:06:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Kolima (14.472.1.001)/Valtakunnallinen sinileväseuranta";"63° 20' 6.36"" N, 25° 38' 22.20"" E";"Keski-Suomen elinkeino-, liikenne- ja ympäristökeskus";2024-06-17T09:30:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Sompanen (14.121.1.001)/Sompasen uimaranta";"60° 57' 19.60"" N, 26° 37' 19.58"" E";"Kaakkois-Suomen elinkeino-, liikenne- ja ympäristökeskus";2024-06-17T10:15:00;1;;-;"Asiantuntijan ylläpitämä";
"Uolionselkä - Tammionselkä/Ruonaa";"60° 29' 36.02"" N, 27° 23' 10.85"" E";"Kaakkois-Suomen elinkeino-, liikenne- ja ympäristökeskus";2024-06-17T10:53:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Lappalanjärven alue (14.181)/Lappalan Harjunjoki";"60° 56' 47.66"" N, 26° 40' 59.08"" E";"Kaakkois-Suomen elinkeino-, liikenne- ja ympäristökeskus";2024-06-17T14:44:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Karperöfjärden (83.126.1.007)/Valtakunnallinen sinileväseuranta";"63° 9' 40.78"" N, 21° 42' 23.57"" E";"Etelä-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2024-06-17T18:59:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Pyhäselkä (Saimaa) (04.321.1.001)/Havaintopaikka 5";"62° 36' 56.51"" N, 29° 42' 10.99"" E";"Pohjois-Karjalan elinkeino-, liikenne- ja ympäristökeskus";2024-06-17T20:12:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Heiniö (14.937.1.014)/Valtakunnallinen sinileväseuranta";"62° 14' 32.64"" N, 27° 12' 2.16"" E";"Etelä-Savon elinkeino-, liikenne- ja ympäristökeskus";2024-06-18T07:35:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Kyyvesi (14.932.1.001)/Pitkähiekan uimaranta";"62° 2' 0.82"" N, 27° 11' 47.09"" E";"Etelä-Savon elinkeino-, liikenne- ja ympäristökeskus";2024-06-18T09:02:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Vesijärvi (14.241.1.001)/Mukkulan uimaranta";"61° 0' 51.01"" N, 25° 38' 34.71"" E";"Hämeen elinkeino-, liikenne- ja ympäristökeskus";2024-06-18T09:03:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Kymijärvi (14.164.1.001)/Valtakunnallinen sinileväseuranta (Kariston uimaranta)";"60° 58' 43.95"" N, 25° 45' 4.93"" E";"Hämeen elinkeino-, liikenne- ja ympäristökeskus";2024-06-18T09:21:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Kuusijärvi (81.048.1.003)/Valtakunnallinen sinileväseuranta";"60° 18' 46.44"" N, 25° 6' 40.68"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2024-06-18T10:10:00;1;;-;"Asiantuntijan ylläpitämä";
"Kirkkojärvi (95.110.1.020)/Valtakunnallinen sinileväseuranta (Rymättylän Kirkkojärvi)";"60° 22' 15.30"" N, 21° 55' 58.83"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2024-06-18T10:24:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Stora Seljes (49.051.1.004)/Seljes";"63° 41' 49.92"" N, 23° 31' 33.97"" E";"Etelä-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2024-06-18T11:00:00;1;;-;"Asiantuntijan ylläpitämä";
"Sipoon saaristo/Rotarien sinileväseuranta (Sipoon selkä, Stora Korpholmen)";"60° 12' 25.48"" N, 25° 20' 17.63"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2024-06-18T12:08:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Houhajärvi (35.184.1.002)/Valtakunnallinen sinileväseuranta";"61° 17' 54.38"" N, 22° 58' 47.87"" E";"Pirkanmaan elinkeino-, liikenne- ja ympäristökeskus";2024-06-18T12:13:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Haapasaaren itäinen ulkomerialue (91.12)/Valtakunnallinen sinileväseuranta (Suomenlahti, Haapasaari)";"60° 15' 1.20"" N, 27° 14' 49.35"" E";"Kaakkois-Suomen elinkeino-, liikenne- ja ympäristökeskus";2024-06-18T12:33:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";"Näytteenottajien 18.6.2024 vesistönäytteenoton yhteydessä sinilevää oli todettu vähäisiä määriä avovesialueen pintavesikerroksessa (levämäärä = 1), mutta merivartioston havaintojen perusteella aivan Haapasaaren rannan tuntumassa sinilevää ei 19.6. ollut silmämäärin havaittavissa."
"Pyhäjärvi (34.031.1.001)/Valtakunnallinen sinileväseuranta (Kauttua)";"61° 6' 9.39"" N, 22° 10' 40.84"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2024-06-18T12:45:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Roine (yhd.)/Valtakunnallinen sinileväseuranta";"61° 25' 59.16"" N, 24° 0' 48.60"" E";"Pirkanmaan elinkeino-, liikenne- ja ympäristökeskus";2024-06-18T13:10:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Pyhäjärvi (35.211.1.001)/Valtakunnallinen sinileväseuranta (Pyynikin uimaranta)";"61° 29' 28.80"" N, 23° 44' 4.90"" E";"Pirkanmaan elinkeino-, liikenne- ja ympäristökeskus";2024-06-18T13:14:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
